2016-10-14 18:15:12, 289
2016-10-14 18:16:13, 322
2016-10-14 18:17:14, 270
2016-10-14 18:18:15, 282
2016-10-14 18:19:16, 259
2016-10-14 18:20:17, 234
2016-10-14 18:21:18, 288
2016-10-14 18:22:19, 276
2016-10-14 18:23:20, 281
2016-10-14 18:24:21, 280
2016-10-14 18:25:22, 255
2016-10-14 18:26:23, 261
2016-10-14 18:27:24, 228
2016-10-14 18:28:25, 258
2016-10-14 18:29:26, 289
2016-10-14 18:30:27, 252
2016-10-14 18:31:28, 300
2016-10-14 18:32:29, 241
2016-10-14 18:33:30, 226
2016-10-14 18:34:31, 236
2016-10-14 18:35:32, 250
2016-10-14 18:36:33, 225
2016-10-14 18:37:34, 246
2016-10-14 18:38:35, 293
2016-10-14 18:39:36, 308
2016-10-14 18:40:37, 310
2016-10-14 18:41:38, 250
2016-10-14 18:42:39, 282
2016-10-14 18:43:40, 285
2016-10-14 18:44:41, 255
2016-10-14 18:45:42, 262
2016-10-14 18:46:43, 275
2016-10-14 18:47:44, 292
2016-10-14 18:48:45, 289
2016-10-14 18:49:46, 241
2016-10-14 18:50:47, 251
2016-10-14 18:51:48, 285
2016-10-14 18:52:49, 381
2016-10-14 18:53:50, 281
2016-10-14 18:54:51, 294
2016-10-14 18:55:52, 293
2016-10-14 18:56:53, 289
2016-10-14 18:57:54, 260
2016-10-14 18:58:55, 243
2016-10-14 18:59:56, 305
2016-10-14 19:00:57, 278
2016-10-14 19:01:58, 271
2016-10-14 19:02:59, 274
2016-10-14 19:04:00, 294
2016-10-14 19:05:01, 322
2016-10-14 19:06:02, 356
2016-10-14 19:07:03, 362
2016-10-14 19:08:04, 329
2016-10-14 19:09:05, 309
2016-10-14 19:10:06, 382
2016-10-14 19:11:07, 325
2016-10-14 19:12:08, 340
2016-10-14 19:13:09, 306
2016-10-14 19:14:10, 349
2016-10-14 19:15:11, 313
2016-10-14 19:16:12, 338
2016-10-14 19:17:13, 288
2016-10-14 19:18:14, 321
2016-10-14 19:19:15, 313
2016-10-14 19:20:16, 80
